# Generated by refresh-data.py on 2026-07-06. Do not edit by hand
# (hand corrections belong in institutional-overrides.json).
# domain,type where type is government|education|healthcare|utility.
# Sources: Wikidata P856 (CC0), Annuaire de l'administration (Licence
# Ouverte v2), GSA/govt-urls (US public domain).
marines.fr,government
marinette.wi.us,government
marinettecounty.com,government
maring-noviand.de,government
maringa.pr.gov.br,government
maringues.com,government
marinha.mil.br,healthcare
marinilla-antioquia.gov.co,government
marino-sucre.gov.ve,government
marino.mos.ru,government
marinopolis.sp.gov.br,government
mariobricenoiragorry-aragua.gob.ve,government
mariocampos.mg.gov.br,government
marion.govoffice2.com,government
marionalabama.org,government
marionar.org,government
marioncoks.net,government
marioncounty-ms.us,government
marioncounty.arkansas.gov,government
marioncounty.ky.gov,government
marioncountyalabama.org,government
marioncountyfl.org,government
marioncountyga.org,government
marioncountyil.gov,government
marioncountymo.com,government
marioncountytn.net,government
marioncountywv.com,government
marionhealth.com,healthcare
marionks.net,government
marionky.gov,government
marionlouisiana.org,government
marionma.gov,government
marionnc.org,government
marionohio.us,government
marions.fr,government
marionsc.gov,government
marionsc.org,government
marionsd.com,government
marionva.org,government
maripa.pr.gov.br,government
maripademinas.mg.gov.br,government
maripi-boyaca.gov.co,government
maripipi-biliran.gov.ph,government
mariposacounty.gov,government
marisel.ro,government
marisestpierre.com,government
maritimeberck.aphp.fr,healthcare
maritsa.bg,government
marituba.pa.gov.br,government
mariupol-r897.gosweb.gosuslugi.ru,government
mariupolrada.gov.ua,government
marius-nasta.ro,healthcare
marivelesbataan.gov.ph,government
marjamaa.ee,government
mark.se,government
markaryd.se,government
markaz.hu,government
markdorf.de,government
marker.kommune.no,government
markersdorf-haindorf.at,government
markersdorf.de,government
markesanwi.com,government
markgrafneusiedl.at,government
markgroeningen.de,government
markham.ca,government
markhaza.hu,government
marki.pl,government
markina-xemein.com,government
markkleeberg.de,government
marklkofen.de,government
marklohe.de,government
marklowice.pl,government
markneukirchen.de,government
marko.hu,government
markofglory.com,healthcare
markopoulo.gr,government
markotabodoge.hu,government
markovce.eu,government
markovci.si,government
markowa.pl,government
markranstaedt.de,government
markstay-warren.ca,government
marksuhl.de,government
markt-altdorf.de,government
markt-au.de,government
markt-badsteben.de,government
markt-bechhofen.de,government
markt-bibart.de,government
markt-diedorf.de,government
markt-eichendorf.de,government
markt-einersheim.de,government
markt-erlbach.de,government
markt-eschlkam.de,government
markt-falkenberg.de,government
markt-falkenstein.eu,government
markt-freihung.de,government
markt-goldbach.de,government
markt-haag.de,government
markt-hartmannsdorf.at,government
markt-heidenheim.de,government
markt-heiligenstadt.de,government
markt-hohenfels.de,government
markt-hohenwart.de,government
markt-indersdorf.de,government
markt-isen.de,government
markt-kaindorf.at,government
markt-kaltental.de,government
markt-koenigstein.de,government
markt-koesching.de,government
markt-kraiburg.de,government
markt-kuehbach.de,government
markt-laaber.de,government
markt-lam.de,government
markt-lichtenau.de,government
markt-mantel.com,government
markt-markt-taschendorf.de,government
markt-meitingen.de,government
markt-metten.de,government
markt-muehlhausen.de,government
markt-nandlstadt.de,government
markt-neuhodis.eu,government
markt-nordheim.de,government
markt-obersinn.de,government
markt-oberstdorf.de,government
markt-pfaffenhofen.de,government
markt-pfeffenhausen.de,government
markt-pilsting.de,government
markt-poettmes.de,government
markt-rattelsdorf.de,government
markt-reichenberg.de,government
markt-rettenbach.de,government
markt-rohr.de,government
markt-scheidegg.de,government
markt-schirnding.de,government
markt-schnabelwaid.de,government
markt-schoenberg.de,government
markt-schwaben.de,government
markt-simbach.de,government
markt-thuengen.de,government
markt-triefenstein.de,government
markt-velden.de,government
markt-waldstetten.de,government
markt-wallersdorf.de,government
markt-wallerstein.de,government
markt-welden.de,government
markt-wilhermsdorf.de,government
markt-windorf.de,government
markt-zeitlofs.de,government
markt-zell.de,government
marktallhau.at,government
marktbergel.de,government
marktberolzheim.de,government
marktbreit.de,government
marktbruck.de,government
marktessing.de,government
marktflecken-villmar.de,government
marktgemeinde-glonn.de,government
marktgemeinde-nenzing.com,government
marktgemeinde-obdach.at,government
marktgemeinde-poellau.at,government
marktgemeinde-reichenfels.at,government
marktgemeinde-seibersdorf.at,government
marktgemeinde-sillian.at,government
marktgemeinde-wallern-im-burgenland.at,government
marktgemeinde.badhindelang.de,government
marktgraitz.de,government
marktheidenfeld.de,government
marktleugast.de,government
marktleuthen.de,government
marktoberdorf.de,government
marktoffingen.de,government
marktredwitz.de,government
marktrodach.de,government
marktroehrnbach.de,government
marktschellenberg.de,government
marktschorgast.de,government
marktsteft.de,government
marktstmartin.at,government
marktwald.de,government
marktwinzer.de,government
marktzeuln.de,government
markus-krankenhaus.de,healthcare
markusica.hr,government
markusovce.sk,government
markusovszky.hu,healthcare
markusy.pl,government
markuszow.gmina.woi.lublin.pl,government
markvartice.cz,government
markvarticejc.cz,government
markvartovice.cz,government
marl.de,government
marlboro-nj.gov,government
marlborocounty.sc.gov,government
marlborough-ma.gov,government
marlboroughct.net,government
marlboroughnh.org,government
marlborovt.us,government
marlenheim.fr,government
marles-en-brie.fr,government
marlesenbrie.fr,government
marlhes.fr,government
marlieria.mg.gov.br,government
marlieux.com,government
marlin.es,government
marlintx.net,government
marlioz.fr,government
marloffstein.de,government
marlow-nh.org,government
marly-la-ville.fr,government
marly.fr,government
marly57.fr,government
marlygomont.free.fr,government
marlyleroi.fr,government
marlysousissy.fr,government
marmagne.fr,government
marmanhac.fr,government
marmaraeah.gov.tr,healthcare
marmarth.org,government
marmato-caldas.gov.co,government
marminiac.fr,government
marmolejo.es,government
marmoraandlake.ca,government
marmorera.ch,government
marmoutier.fr,government
marnardal.kommune.no,government
marnay-sur-seine.fr,government
marnay.fr,government
marnay70.com,government
marnaysurmarne.fr,government
marne-ardennes-meuse.msa.fr,government
marne-la-coquette.fr,government
marne.cci.fr,government
marne.chambre-agriculture.fr,government
marne.cidff.info,government
marne.fr,government
marne.frle-departement,government
marne.gouv.fr,government
marne.profession-sport-loisirs.fr,government
marneetgondoire.fr,government
marneiowa.com,government
marnes-la-coquette.fr,government
marnhagues-et-latour.fr,government
maroa-amazonas.gob.ve,government
maroc.hu,government
maroeuil.fr,government
marogong-lds.gov.ph,government
maroilles.eu,government
marok.hu,government
marokpapi.hu,government
maroldsweisach.de,government
marolles-en-beauce.fr,government
marolles-en-hurepoix.fr,government
marolles-les-brault.fr,government
marolles-les-braults.fr,government
marolles-les-buis.fr,government
marolles-sous-lignieres.fr,government
marolles-sur-seine.fr,government
marolles14.fr,government
marolles41.fr,government
marolles51.fr,government
marollesenbrie.fr,government
marols.fr,government
maroneiasapes.gov.gr,government
maronenberry.fr,government
maroni.org.cy,government
maropatinternet.it,government
maroslele.hu,government
maroussi.gr,government
marpent.fr,government
marpingen.de,government
marpire.fr,government
marpletwp.com,government
marpos.cap.ru,government
marqalicante.com,healthcare
marquaix.fr,government
marquartstein.de,government
marquefave.fr,government
marques76.fr,government
marquesdecomillas.gob.mx,government
marquesdesouza.rs.gov.br,government
marquetalia-caldas.gov.co,government
marquette-en-ostrevant.fr,government
marquetteks.org,government
marquettelezlille.fr,government
marquettemi.gov,government
marquillies.com,government
marquion.fr,government
marquixanes.fr,government
marratxi.es,government
marray37.fr,government
marriott-slaterville.org,government
marronniers.be,healthcare
marrum.nl,government
mars-la-tour.mairie54.fr,government
marsac-creuse.fr,government
marsac.org,government
marsacenlivradois.fr,government
marsacenlivradois.net,government
marsacsurlisle.fr,government
marsais-sainte-radegonde.fr,government
marsal.fr,government
marsannay-le-bois.fr,government
marsat.fr,government
marsaz.fr,government
marsberg.de,government
marseille.cour-administrative-appel.fr,government
marseille.fr,government
marseille.tribunal-administratif.fr,government
marseille1-7.fr,government
marseille4-5.fr,government
marseille9-10.fr,government
marseillemairie11-12.fr,government
marseillesil.net,government
marseillette.fr,government
marselisborgcentret.dk,healthcare
marsella-risaralda.gov.co,government
marsens.ch,government
marshall-county.com,government
marshall-il.com,government
marshall-mo.com,government
marshall-wi.com,government
marshall.kansasgov.com,government
marshall.okcounties.org,government
marshall.sdcounties.org,government
marshallcenter.org,government
marshallco.net,government
marshallco.org,government
marshallcountyillinois.com,government
marshallcountyky.gov,government
marshallcountytn.com,government
marshallcountywv.org,government
marshalltexas.net,government
marshallutilities.com,utility
marshfieldclinic.org,healthcare
marshfieldmo.gov,government
marsillargues.fr,government
marsilly.fr,government
marsilly57.fr,government
marsleevamedicity.com,healthcare
marson51.fr,government
marsonnas.fr,government
marsov.cz,government
marsovarasov.sk,government
marsovet.org.ua,government
marssac-sur-tarn.fr,government
marssurallier.fr,government
martel.fr,government
martelange.be,government
martely.hu,government
martensrade.amt-selent-schlesen.de,government
martfeld.de,government
martfu.hu,government
martha-maria.de,healthcare
marthod.fr,government
marthon.fr,government
martiago.es,government
martiel.fr,government
martignargues.fr,government
martignat.com,government
martigne-briand.fr,government
martigne.com,government
martigneferchaud.bzh,government
martigny-le-comte.fr,government
martignylesbains.free.fr,government
martiherrero.es,government
martillac.fr,government
martin-luther-krankenhaus-bo.de,healthcare
martin.fl.us,government
martin.sk,government
martinahansen.no,healthcare
martincek.sk,government
martincountykentucky.com,government
martincountyncgov.com,government
martindelajara.es,government
martindelrio.es,government
martindeyeltes.es,government
martindiagnosticclinic.com,healthcare
martineglise.fr,government
martinesti.ro,government
martineves.cz,government
martinez.es,government
martinhocampos.mg.gov.br,government
martini-klinik.de,healthcare
martinice.cz,government
martinice.eu,government
martiniceuonsova.cz,government
martinicevkrk.cz,government
martinique.ademe.fr,government
martinique.cci.fr,government
martinique.chambre-agriculture.fr,government
martinique.deets.gouv.fr,government
martinique.developpement-durable.gouv.fr,government
martinique.gouv.fr,government
martinique.msa.fr,government
martinique.pref.gouv.fr,government
martinique.tribunal-administratif.fr,government
martiniziekenhuis.nl,healthcare
martinkov.cz,government
martinkovice.cz,government
martinmiguel.es,government
martinmunozdeladehesa.es,government
martinmunozdelasposadas.es,government
martinnadzitavou.sk,government
martinopole.ce.gov.br,government
martinopolis.sp.gov.br,government
martinoticias.com,government
martinova.sk,government
martins.rn.gov.br,government
martinsadditions.org,government
martinsberg.at,government
martinsd.net,government
martinsferry.org,government
martinsheim.de,government
martinshoehe.de,government
martinskaves.hr,government
martinssoares.mg.gov.br,government
martinsville-va.gov,government
martinsville.in.gov,government
martinvast.fr,government
martinville.ca,government
martizay.fr,government
martone.asmenet.it,government
martonfa.hu,government
martonvasar.hu,government
martonyi.hu,government
martorell.cat,government
martorelles.cat,government
martos.es,government
martot.fr,government
martovce.sk,government
martres-de-riviere.fr,government
marttila.fi,government
marugan.es,government
marulanda-caldas.gov.co,government
maruleng.gov.za,government
marull.gob.ar,government
marum.nl,government
marunouchi.or.jp,healthcare
marupe.lv,government
maruri-jatabe.net,government
marusevec.hr,government
marutakai.or.jp,healthcare
maruyama-hp.or.jp,healthcare
marvelloushealthconsultinternational.com,healthcare
marville-moutiers-brule.fr,government
marvillemoutiersbrule.fr,government
marwayne.ca,government
marxzell.de,government
mary-sur-marne.fr,government
marybird.org,healthcare
marybridge.org,healthcare
maryfreebed.com,healthcare
maryinska-gromada.gov.ua,government
maryjohnston.ph,healthcare
maryland.va.gov,healthcare
marylandaddictionrecovery.com,healthcare
marylandheights.com,government
marylandny.org,government
marylandtaxes.com,government
marysvaleutah.org,government
marysville.ca.us,government
